,ID,Robocrys_description,N_tokens,SG,SG_symbol,Crystal_system,Structure_types
89,mp-949,"CoPt is Tetraauricupride structured and crystallizes in the tetragonal P4/mmm space group. Co2+ is bonded in a distorted body-centered cubic geometry to eight equivalent Pt2- atoms. All Co-Pt bond lengths are 2.66 Å. Pt2- is bonded to eight equivalent Co2+ and four equivalent Pt2- atoms to form a mixture of distorted corner, face, and edge-sharing PtCo8Pt4 cuboctahedra. All Pt-Pt bond lengths are 2.68 Å.",64,123,P4/mmm,tetragonal,Tetraauricupride
90,mp-21296,PtPb4 crystallizes in the tetragonal P4/nbm space group. Pt is bonded in a 8-coordinate geometry to eight equivalent Pb atoms. All Pt-Pb bond lengths are 2.92 Å. Pb is bonded in a 9-coordinate geometry to two equivalent Pt and seven equivalent Pb atoms. There are a spread of Pb-Pb bond distances ranging from 3.31-3.52 Å.,55,125,P4/nbm,tetragonal,
91,mp-1007755,AuHf is gamma CuTi structured and crystallizes in the tetragonal P4/nmm space group. Hf is bonded in a 4-coordinate geometry to six equivalent Au atoms. There are a spread of Hf-Au bond distances ranging from 2.84-3.29 Å. Au is bonded in a 10-coordinate geometry to six equivalent Hf and four equivalent Au atoms. All Au-Au bond lengths are 2.95 Å.,60,129,P4/nmm,tetragonal,gamma CuTi
92,mp-11239,AgZr is gamma CuTi structured and crystallizes in the tetragonal P4/nmm space group. Zr is bonded in a 5-coordinate geometry to six equivalent Ag atoms. There are a spread of Zr-Ag bond distances ranging from 2.94-3.50 Å. Ag is bonded in a 10-coordinate geometry to six equivalent Zr and four equivalent Ag atoms. All Ag-Ag bond lengths are 2.88 Å.,60,129,P4/nmm,tetragonal,gamma CuTi
93,mp-7859,SZr is gamma CuTi structured and crystallizes in the tetragonal P4/nmm space group. Zr2+ is bonded in a 6-coordinate geometry to six equivalent S2- atoms. There are a spread of Zr-S bond distances ranging from 2.62-2.88 Å. S2- is bonded in a 6-coordinate geometry to six equivalent Zr2+ atoms.,49,129,P4/nmm,tetragonal,gamma CuTi
94,mp-1336,PdO crystallizes in the tetragonal P42/mmc space group. Pd2+ is bonded in a square co-planar geometry to four equivalent O2- atoms. All Pd-O bond lengths are 2.03 Å. O2- is bonded to four equivalent Pd2+ atoms to form a mixture of edge and corner-sharing OPd4 tetrahedra.,46,131,P4_2/mmc,tetragonal,
95,mp-288,PtS crystallizes in the tetragonal P42/mmc space group. Pt2+ is bonded in a square co-planar geometry to four equivalent S2- atoms. All Pt-S bond lengths are 2.32 Å. S2- is bonded to four equivalent Pt2+ atoms to form a mixture of edge and corner-sharing SPt4 tetrahedra.,46,131,P4_2/mmc,tetragonal,
96,mp-690760,TiH crystallizes in the tetragonal P42/mmc space group. Ti is bonded in a distorted square co-planar geometry to four equivalent H atoms. All Ti-H bond lengths are 1.86 Å. H is bonded to four equivalent Ti atoms to form a mixture of edge and corner-sharing HTi4 tetrahedra.,47,131,P4_2/mmc,tetragonal,
97,mp-697179,ZrH crystallizes in the tetragonal P42/mmc space group. Zr1+ is bonded in a distorted square co-planar geometry to four equivalent H1- atoms. All Zr-H bond lengths are 2.04 Å. H1- is bonded to four equivalent Zr1+ atoms to form a mixture of edge and corner-sharing HZr4 tetrahedra.,47,131,P4_2/mmc,tetragonal,
98,mp-1249,MgF2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Mg2+ is bonded to six equivalent F1- atoms to form a mixture of corner and edge-sharing MgF6 octahedra. The corner-sharing octahedral tilt angles are 50°. There are two shorter (1.98 Å) and four longer (1.99 Å) Mg-F bond lengths. F1- is bonded in a distorted trigonal planar geometry to three equivalent Mg2+ atoms.,65,136,P4_2/mnm,tetragonal,Rutile
99,mp-19177,CrO2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Cr4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles are 50°. There are two shorter (1.89 Å) and four longer (1.91 Å) Cr-O bond lengths. O2- is bonded in a distorted trigonal planar geometry to three equivalent Cr4+ atoms.,65,136,P4_2/mnm,tetragonal,Rutile
100,mp-19372,WO2 is Rutile structured and crystallizes in the monoclinic P21/c space group. W4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing WO6 octahedra. The corner-sharing octahedral tilt angles range from 49-50°. There are a spread of W-O bond distances ranging from 2.04-2.13 Å. O2- is bonded in a distorted trigonal planar geometry to three equivalent W4+ atoms.,64,136,P4_2/mnm,tetragonal,Rutile
101,mp-2723,IrO2 is Hydrophilite structured and crystallizes in the tetragonal P42/mnm space group. Ir4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing IrO6 octahedra. The corner-sharing octahedral tilt angles are 52°. There are two shorter (1.97 Å) and four longer (2.00 Å) Ir-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Ir4+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite
102,mp-470,GeO2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Ge4+ is bonded to six equivalent O2- atoms to form a mixture of corner and edge-sharing GeO6 octahedra. The corner-sharing octahedral tilt angles are 50°. There are four shorter (1.88 Å) and two longer (1.91 Å) Ge-O bond lengths. O2- is bonded in a distorted trigonal planar geometry to three equivalent Ge4+ atoms.,65,136,P4_2/mnm,tetragonal,Rutile
103,mp-510536,MoO2 is Hydrophilite-like structured and crystallizes in the tetragonal P42/mnm space group. Mo4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing MoO6 octahedra. The corner-sharing octahedral tilt angles are 51°. There are two shorter (2.00 Å) and four longer (2.05 Å) Mo-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Mo4+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite-like
104,mp-555934,VF2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. V2+ is bonded to six equivalent F1- atoms to form a mixture of edge and corner-sharing VF6 octahedra. The corner-sharing octahedral tilt angles are 51°. There are two shorter (2.07 Å) and four longer (2.09 Å) V-F bond lengths. F1- is bonded in a trigonal planar geometry to three equivalent V2+ atoms.,64,136,P4_2/mnm,tetragonal,Rutile
105,mp-556911,FeF2 is Hydrophilite structured and crystallizes in the tetragonal P42/mnm space group. Fe2+ is bonded to six equivalent F1- atoms to form a mixture of edge and corner-sharing FeF6 octahedra. The corner-sharing octahedral tilt angles are 52°. There are two shorter (1.98 Å) and four longer (2.12 Å) Fe-F bond lengths. F1- is bonded in a trigonal planar geometry to three equivalent Fe2+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite
106,mp-559798,NiF2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Ni2+ is bonded to six equivalent F1- atoms to form a mixture of corner and edge-sharing NiF6 octahedra. The corner-sharing octahedral tilt angles are 50°. There are two shorter (1.99 Å) and four longer (2.01 Å) Ni-F bond lengths. F1- is bonded in a distorted trigonal planar geometry to three equivalent Ni2+ atoms.,65,136,P4_2/mnm,tetragonal,Rutile
107,mp-825,RuO2 is Hydrophilite-like structured and crystallizes in the tetragonal P42/mnm space group. Ru4+ is bonded to six equivalent O2- atoms to form a mixture of corner and edge-sharing RuO6 octahedra. The corner-sharing octahedral tilt angles are 52°. There are two shorter (1.94 Å) and four longer (1.99 Å) Ru-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Ru4+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite-like
108,mp-8282,Ti2N is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Ti is bonded in a distorted T-shaped geometry to three equivalent N atoms. All Ti-N bond lengths are 2.08 Å. N is bonded to six equivalent Ti atoms to form a mixture of corner and edge-sharing NTi6 octahedra. The corner-sharing octahedral tilt angles are 47°.,57,136,P4_2/mnm,tetragonal,Rutile
109,mp-996,OsO2 is Hydrophilite structured and crystallizes in the tetragonal P42/mnm space group. Os4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing OsO6 octahedra. The corner-sharing octahedral tilt angles are 53°. There are two shorter (1.95 Å) and four longer (2.01 Å) Os-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Os4+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite
110,mp-11278,BeTa2 is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Be is bonded in a 10-coordinate geometry to two equivalent Be and eight equivalent Ta atoms. Both Be-Be bond lengths are 2.45 Å. All Be-Ta bond lengths are 2.57 Å. Ta is bonded in a 5-coordinate geometry to four equivalent Be and one Ta atom. The Ta-Ta bond length is 2.73 Å.,64,140,I4/mcm,tetragonal,Khatyrkite
111,mp-1629,Th2Au is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Th is bonded in a 4-coordinate geometry to four equivalent Au atoms. All Th-Au bond lengths are 3.19 Å. Au is bonded in a 10-coordinate geometry to eight equivalent Th and two equivalent Au atoms. Both Au-Au bond lengths are 3.00 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
112,mp-16370,Th2Ge is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Th is bonded in a 4-coordinate geometry to four equivalent Ge atoms. All Th-Ge bond lengths are 3.16 Å. Ge is bonded in a 8-coordinate geometry to eight equivalent Th atoms.,43,140,I4/mcm,tetragonal,Khatyrkite
113,mp-1651,Th2Al is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Th is bonded in a 4-coordinate geometry to four equivalent Al atoms. All Th-Al bond lengths are 3.23 Å. Al is bonded in a distorted q6 geometry to eight equivalent Th and two equivalent Al atoms. Both Al-Al bond lengths are 2.86 Å.,55,140,I4/mcm,tetragonal,Khatyrkite
114,mp-1867,Ta2Ni is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Ta is bonded in a 4-coordinate geometry to four equivalent Ni atoms. All Ta-Ni bond lengths are 2.63 Å. Ni is bonded in a 10-coordinate geometry to eight equivalent Ta and two equivalent Ni atoms. Both Ni-Ni bond lengths are 2.42 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
115,mp-21428,Th2In is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Th is bonded in a 4-coordinate geometry to four equivalent In atoms. All Th-In bond lengths are 3.34 Å. In is bonded in a 10-coordinate geometry to eight equivalent Th and two equivalent In atoms. Both In-In bond lengths are 3.01 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
116,mp-2536,Ni2B is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Ni1+ is bonded in a 4-coordinate geometry to four equivalent B2- atoms. All Ni-B bond lengths are 2.11 Å. B2- is bonded in a 10-coordinate geometry to eight equivalent Ni1+ and two equivalent B2- atoms. Both B-B bond lengths are 2.11 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
117,mp-2783,Ta2Si is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Ta2+ is bonded in a 4-coordinate geometry to four equivalent Si4- atoms. All Ta-Si bond lengths are 2.63 Å. Si4- is bonded in a 10-coordinate geometry to eight equivalent Ta2+ and two equivalent Si4- atoms. Both Si-Si bond lengths are 2.52 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
118,mp-568411,Th2Ga is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Th is bonded in a 4-coordinate geometry to four equivalent Ga atoms. All Th-Ga bond lengths are 3.20 Å. Ga is bonded in a 10-coordinate geometry to eight equivalent Th and two equivalent Ga atoms. Both Ga-Ga bond lengths are 2.91 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
119,mp-569833,Zr2Ga is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Zr is bonded in a 4-coordinate geometry to four equivalent Ga atoms. All Zr-Ga bond lengths are 2.88 Å. Ga is bonded in a 10-coordinate geometry to eight equivalent Zr and two equivalent Ga atoms. Both Ga-Ga bond lengths are 2.74 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
120,mp-570896,PdTl2 is Khatyrkite structured and crystallizes in the monoclinic C2/c space group. Pd is bonded in a 8-coordinate geometry to eight equivalent Tl atoms. There are four shorter (2.92 Å) and four longer (2.94 Å) Pd-Tl bond lengths. Tl is bonded in a 4-coordinate geometry to four equivalent Pd atoms.,50,140,I4/mcm,tetragonal,Khatyrkite
121,mp-9938,Hf2Si is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Hf2+ is bonded in a 4-coordinate geometry to four equivalent Si4- atoms. All Hf-Si bond lengths are 2.79 Å. Si4- is bonded in a 10-coordinate geometry to eight equivalent Hf2+ and two equivalent Si4- atoms. Both Si-Si bond lengths are 2.58 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
122,mp-1018886,PdO2 is Hydrophilite structured and crystallizes in the tetragonal P42/mnm space group. Pd4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing PdO6 octahedra. The corner-sharing octahedral tilt angles are 52°. There are two shorter (1.97 Å) and four longer (2.00 Å) Pd-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Pd4+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite
123,mp-1873,ZnF2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Zn2+ is bonded to six equivalent F1- atoms to form a mixture of edge and corner-sharing ZnF6 octahedra. The corner-sharing octahedral tilt angles are 50°. There are two shorter (2.02 Å) and four longer (2.04 Å) Zn-F bond lengths. F1- is bonded in a distorted trigonal planar geometry to three equivalent Zn2+ atoms.,65,136,P4_2/mnm,tetragonal,Rutile
124,mp-20725,PbO2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Pb4+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing PbO6 octahedra. The corner-sharing octahedral tilt angles are 51°. There are two shorter (2.17 Å) and four longer (2.18 Å) Pb-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Pb4+ atoms.,64,136,P4_2/mnm,tetragonal,Rutile
125,mp-23710,MgH2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Mg2+ is bonded to six equivalent H1- atoms to form a mixture of corner and edge-sharing MgH6 octahedra. The corner-sharing octahedral tilt angles are 50°. There are two shorter (1.93 Å) and four longer (1.94 Å) Mg-H bond lengths. H1- is bonded in a trigonal planar geometry to three equivalent Mg2+ atoms.,64,136,P4_2/mnm,tetragonal,Rutile
126,mp-30723,Th2Hg is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Th is bonded in a 4-coordinate geometry to four equivalent Hg atoms. All Th-Hg bond lengths are 3.30 Å. Hg is bonded in a 10-coordinate geometry to eight equivalent Th and two equivalent Hg atoms. Both Hg-Hg bond lengths are 2.93 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
127,mp-328,Zr2Ni is Khatyrkite structured and crystallizes in the tetragonal I4/mcm space group. Zr is bonded in a 4-coordinate geometry to four equivalent Ni atoms. All Zr-Ni bond lengths are 2.75 Å. Ni is bonded in a 10-coordinate geometry to eight equivalent Zr and two equivalent Ni atoms. Both Ni-Ni bond lengths are 2.62 Å.,54,140,I4/mcm,tetragonal,Khatyrkite
128,mp-555908,CoF2 is Hydrophilite-like structured and crystallizes in the tetragonal P42/mnm space group. Co2+ is bonded to six equivalent F1- atoms to form a mixture of corner and edge-sharing CoF6 octahedra. The corner-sharing octahedral tilt angles are 51°. There are two shorter (2.00 Å) and four longer (2.05 Å) Co-F bond lengths. F1- is bonded in a trigonal planar geometry to three equivalent Co2+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite-like
129,mp-560902,MnF2 is Rutile structured and crystallizes in the tetragonal P42/mnm space group. Mn2+ is bonded to six equivalent F1- atoms to form a mixture of corner and edge-sharing MnF6 octahedra. The corner-sharing octahedral tilt angles are 51°. There are two shorter (2.10 Å) and four longer (2.13 Å) Mn-F bond lengths. F1- is bonded in a trigonal planar geometry to three equivalent Mn2+ atoms.,64,136,P4_2/mnm,tetragonal,Rutile
130,mp-725,RhO2 is Hydrophilite-like structured and crystallizes in the tetragonal P42/mnm space group. Rh4+ is bonded to six equivalent O2- atoms to form a mixture of corner and edge-sharing RhO6 octahedra. The corner-sharing octahedral tilt angles are 52°. There are two shorter (1.95 Å) and four longer (1.97 Å) Rh-O bond lengths. O2- is bonded in a trigonal planar geometry to three equivalent Rh4+ atoms.,64,136,P4_2/mnm,tetragonal,Hydrophilite-like
